Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
No,0,Yes,No,8,DSL,No,Yes,No,No,Month-to-month,Bank transfer (automatic),49.55,393.45,1.652
Yes,1,Yes,No,18,DSL,No,No,Yes,No,Month-to-month,Electronic check,48.35,810.7,1.612
No,0,Yes,Yes,29,DSL,No,Yes,Yes,No,Month-to-month,Credit card (automatic),80.1,2211.8,2.67
Yes,0,Yes,No,28,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,92.35,2602.9,3.078
No,1,No,No,59,Fiber optic,No,No,Yes,No,One year,Electronic check,99.5,5890.0,3.317
No,1,No,No,16,DSL,Yes,No,No,No,Month-to-month,Electronic check,54.1,889.0,1.803
Yes,0,Yes,Yes,67,Fiber optic,Yes,No,No,Yes,One year,Credit card (automatic),94.35,6341.45,3.145
No,0,No,No,40,Fiber optic,No,Yes,Yes,No,Month-to-month,Mailed check,102.65,4108.15,3.422
No,0,Yes,Yes,9,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.75,210.65,0.658
No,0,No,No,8,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),54.25,447.75,1.808
No,0,Yes,Yes,58,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,1158.85,0.662
No,0,Yes,Yes,71,Fiber optic,Yes,No,Yes,No,Two year,Electronic check,105.55,7405.5,3.518
No,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,109.6,0.665
No,0,No,No,17,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,83.55,1329.15,2.785
No,0,Yes,Yes,30,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.45,2509.95,2.848
No,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,76.1,257.6,2.537
No,0,Yes,Yes,13,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.5,343.6,0.817
Yes,1,No,No,16,Fiber optic,No,No,No,No,Month-to-month,Electronic check,86.6,1281.0,2.887
No,0,Yes,Yes,30,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,21.25,711.9,0.708
No,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.2,19.2,0.64
Yes,0,No,No,13,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,89.4,1132.35,2.98
No,0,No,No,34,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.7,675.6,0.657
No,0,Yes,No,52,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,106.3,5487.0,3.543
Yes,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),70.9,273.0,2.363
No,0,Yes,Yes,44,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,24.85,1013.6,0.828
No,0,Yes,No,47,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,104.1,5135.15,3.47
No,0,Yes,Yes,13,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,18.8,251.25,0.627
Yes,0,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),94.85,462.8,3.162
No,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,23.85,625.65,0.795
Yes,1,No,No,8,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.5,829.55,3.517
No,0,Yes,No,40,DSL,No,Yes,No,No,Month-to-month,Mailed check,50.15,2058.5,1.672
No,0,Yes,Yes,67,Fiber optic,No,Yes,No,Yes,Two year,Credit card (automatic),94.1,6302.8,3.137
Yes,0,No,No,25,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,100.25,2387.75,3.342
No,0,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),115.15,8250.0,3.838
No,0,No,No,43,DSL,No,Yes,No,No,Two year,Electronic check,60.0,2548.55,2.0
Yes,1,No,No,12,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,91.3,1094.5,3.043
No,1,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),89.55,6448.85,2.985
Yes,1,Yes,No,21,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.1,1474.75,2.303
No,0,Yes,Yes,51,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),60.5,3121.45,2.017
Yes,0,Yes,Yes,55,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),57.55,3046.4,1.918
No,0,No,No,51,DSL,Yes,No,No,Yes,One year,Credit card (automatic),59.9,3043.6,1.997
No,1,Yes,No,22,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,63.55,1381.8,2.118
No,0,Yes,Yes,51,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,80.75,4116.9,2.692
No,0,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),109.0,7661.8,3.633
No,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,75.45,0.668
No,0,Yes,Yes,44,Fiber optic,No,Yes,Yes,No,One year,Electronic check,94.4,4295.35,3.147
No,0,No,No,31,DSL,No,Yes,Yes,Yes,Two year,Mailed check,79.2,2497.2,2.64
No,1,Yes,No,3,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),74.6,239.05,2.487
No,1,No,No,1,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),45.25,45.25,1.508
No,0,No,No,41,DSL,No,No,Yes,No,Month-to-month,Bank transfer (automatic),55.7,2237.55,1.857
No,0,Yes,Yes,60,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),103.75,5969.95,3.458
Yes,0,Yes,Yes,2,DSL,No,No,No,No,Month-to-month,Mailed check,65.7,134.35,2.19
No,0,No,No,29,DSL,No,No,No,No,One year,Mailed check,24.85,788.05,0.828
Yes,1,Yes,No,65,Fiber optic,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),105.25,6786.4,3.508
No,0,No,No,2,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,79.55,151.75,2.652
No,1,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Mailed check,71.45,371.6,2.382
No,0,No,No,2,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,79.45,145.15,2.648
Yes,0,Yes,Yes,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,71.0,71.0,2.367
No,0,Yes,No,28,DSL,Yes,No,No,Yes,One year,Mailed check,54.35,1426.45,1.812
No,0,Yes,Yes,14,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,272.0,0.65
Yes,1,Yes,No,58,Fiber optic,Yes,Yes,Yes,No,One year,Electronic check,108.85,6287.25,3.628
Yes,0,No,No,15,DSL,No,No,No,No,Month-to-month,Electronic check,51.55,765.5,1.718
No,0,Yes,No,19,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,89.1,1620.8,2.97
No,0,No,No,60,Fiber optic,No,No,Yes,No,Two year,Electronic check,89.55,5231.2,2.985
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.35,69.35,2.312
No,0,No,No,71,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),77.35,5550.1,2.578
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,24.4,24.4,0.813
Yes,0,No,No,6,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,99.95,547.65,3.332
No,0,Yes,Yes,43,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),60.4,2640.55,2.013
No,0,No,No,68,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),76.9,5023.0,2.563
Yes,1,Yes,No,58,DSL,No,Yes,Yes,No,Month-to-month,Electronic check,45.3,2651.2,1.51
No,0,No,No,4,DSL,No,No,No,No,Month-to-month,Credit card (automatic),55.5,227.35,1.85
No,0,No,No,46,DSL,No,No,No,No,Month-to-month,Credit card (automatic),45.2,2065.15,1.507
No,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,730.4,0.657
No,1,No,No,47,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),86.05,3865.6,2.868
No,0,Yes,No,25,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.95,495.15,0.698
No,1,Yes,No,19,Fiber optic,No,No,No,No,Month-to-month,Electronic check,94.95,1760.25,3.165
No,0,No,No,49,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),74.6,3720.35,2.487
No,0,No,No,6,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.1,435.0,2.303
No,1,No,No,68,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.0,1396.0,0.667
No,0,Yes,Yes,58,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.3,1160.75,0.677
No,0,No,No,25,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.75,499.4,0.692
No,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.2,609.05,0.807
No,0,No,No,6,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,89.75,552.65,2.992
No,0,Yes,Yes,15,DSL,No,Yes,Yes,Yes,Month-to-month,Mailed check,69.5,1071.4,2.317
No,0,No,No,26,Fiber optic,Yes,Yes,No,No,Month-to-month,Credit card (automatic),92.4,2349.8,3.08
No,0,No,Yes,16,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,2.303
No,0,Yes,Yes,10,DSL,Yes,Yes,No,No,One year,Electronic check,70.3,676.15,2.343
No,0,No,Yes,21,DSL,No,No,No,No,Month-to-month,Mailed check,45.65,985.05,1.522
No,0,Yes,Yes,67,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),74.0,4868.4,2.467
No,0,Yes,Yes,19,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,34.95,610.2,1.165
No,0,Yes,Yes,40,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.25,1006.9,0.842
Yes,0,Yes,No,16,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,100.0,1534.75,3.333
No,0,Yes,No,57,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),57.5,3265.95,1.917
No,0,Yes,No,41,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,80.25,3439.0,2.675
No,0,No,No,28,DSL,Yes,No,No,Yes,One year,Mailed check,54.3,1546.3,1.81
No,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.7,5743.3,2.657
No,0,No,Yes,21,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.7,467.15,0.823
No,0,No,No,36,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.55,620.75,0.652
No,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),74.1,5222.3,2.47
Yes,1,No,No,8,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,74.5,606.55,2.483
No,0,Yes,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.05,134.05,2.802
No,0,No,No,56,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),60.25,3282.75,2.008
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.05,70.05,2.335
No,0,Yes,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.5,294.2,2.35
No,0,Yes,Yes,63,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.15,1177.05,0.638
No,0,Yes,Yes,68,DSL,No,Yes,No,Yes,Two year,Credit card (automatic),70.8,4859.95,2.36
Yes,1,No,No,15,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Mailed check,96.3,1426.75,3.21
No,0,Yes,No,43,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,80.45,3398.9,2.682
Yes,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.95,19.95,0.665
No,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),26.2,954.9,0.873
No,0,No,Yes,60,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.95,1189.9,0.665
No,0,No,No,71,Fiber optic,Yes,Yes,Yes,Yes,Two year,Mailed check,111.3,7985.9,3.71
No,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),90.55,6239.05,3.018
No,1,No,No,24,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),70.0,1732.6,2.333
No,0,No,No,23,Fiber optic,Yes,No,Yes,No,One year,Credit card (automatic),99.95,2292.75,3.332
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),38.5,2763.0,1.283
Yes,0,Yes,No,70,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),65.3,4759.75,2.177
No,1,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),109.55,7920.7,3.652
No,0,Yes,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,55.3,55.3,1.843
Yes,0,Yes,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.85,256.6,2.528
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),112.6,8126.65,3.753
No,0,No,No,34,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),26.1,980.35,0.87
No,0,No,No,24,DSL,No,No,Yes,No,Month-to-month,Mailed check,49.7,1167.8,1.657
Yes,0,No,No,37,DSL,No,No,No,No,Month-to-month,Electronic check,64.75,2345.2,2.158
No,0,Yes,No,32,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),75.5,2324.7,2.517
No,1,No,No,26,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.3,504.2,0.643
Yes,0,Yes,Yes,22,DSL,No,Yes,No,No,One year,Bank transfer (automatic),69.5,1498.2,2.317
No,0,Yes,Yes,43,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),99.3,4209.95,3.31
No,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,358.05,0.647
No,1,Yes,No,71,DSL,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),52.3,3765.05,1.743
No,0,No,No,7,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,155.9,0.688
No,0,Yes,Yes,22,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,400.3,0.663
No,0,Yes,No,68,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),70.95,4741.45,2.365
Yes,1,Yes,No,32,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.3,2661.1,2.843
No,0,Yes,No,55,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),77.75,4266.4,2.592
No,1,Yes,No,47,DSL,Yes,Yes,Yes,No,Month-to-month,Credit card (automatic),67.45,3252.0,2.248
Yes,0,No,No,3,DSL,No,Yes,No,No,Month-to-month,Electronic check,29.6,79.45,0.987
Yes,0,No,No,15,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,86.2,1270.2,2.873
No,0,Yes,Yes,55,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,85.1,4600.95,2.837
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),83.6,5959.3,2.787
No,0,Yes,Yes,49,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,98.35,4889.2,3.278
No,0,No,No,7,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,165.35,0.648
No,0,Yes,No,47,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,26.9,1250.85,0.897
No,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.0,269.65,0.8
Yes,0,No,No,33,Fiber optic,No,No,No,No,Month-to-month,Electronic check,83.35,2757.85,2.778
No,0,Yes,Yes,34,DSL,Yes,No,No,No,One year,Bank transfer (automatic),30.4,938.65,1.013
Yes,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.4,74.4,2.48
No,0,Yes,Yes,63,Fiber optic,No,Yes,Yes,No,Two year,Bank transfer (automatic),104.8,6597.25,3.493
No,0,Yes,No,20,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.0,416.45,0.667
No,0,No,No,47,DSL,Yes,Yes,No,Yes,Two year,Mailed check,74.05,3496.3,2.468
No,0,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),62.65,4375.8,2.088
Yes,1,Yes,No,29,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),99.05,2952.85,3.302
No,0,Yes,Yes,64,DSL,No,Yes,Yes,Yes,Two year,Electronic check,49.85,3210.35,1.662
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,45.55,45.55,1.518
No,0,Yes,No,12,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),45.9,505.95,1.53
No,0,Yes,Yes,53,Fiber optic,No,Yes,Yes,No,One year,Electronic check,105.25,5576.3,3.508
No,0,No,No,24,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,84.35,1938.05,2.812
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),90.95,6652.45,3.032
No,0,Yes,Yes,66,DSL,Yes,Yes,Yes,Yes,One year,Electronic check,75.1,5013.0,2.503
No,0,No,No,42,DSL,No,Yes,No,No,Month-to-month,Electronic check,49.55,2077.95,1.652
No,0,Yes,Yes,58,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),94.7,5430.35,3.157
Yes,0,No,No,65,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,109.15,6941.2,3.638
No,0,No,Yes,46,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),84.8,3958.85,2.827
No,0,No,No,45,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),18.85,867.3,0.628
No,0,No,No,1,DSL,No,No,Yes,Yes,Month-to-month,Mailed check,55.05,55.05,1.835
No,0,Yes,Yes,61,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.2,1445.2,0.807
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),110.3,7966.9,3.677
Yes,0,No,No,10,DSL,No,No,No,No,Month-to-month,Credit card (automatic),44.85,435.4,1.495
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,55.0,55.0,1.833
No,0,No,No,18,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),75.9,1373.05,2.53
No,0,Yes,No,51,Fiber optic,Yes,No,Yes,Yes,One year,Electronic check,111.55,5720.35,3.718
Yes,0,No,No,8,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),95.65,778.1,3.188
No,0,Yes,No,57,DSL,No,Yes,Yes,Yes,One year,Bank transfer (automatic),74.6,4368.95,2.487
No,0,No,No,10,Fiber optic,Yes,No,Yes,No,One year,Electronic check,98.9,1064.95,3.297
No,1,No,No,35,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,99.05,3554.6,3.302
No,0,No,No,9,DSL,No,No,No,No,Month-to-month,Mailed check,44.4,348.15,1.48
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,20.35,0.678
No,0,Yes,No,24,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.4,482.8,0.68
No,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,42.45,0.682
No,0,Yes,No,3,DSL,Yes,No,No,Yes,Month-to-month,Mailed check,35.1,101.1,1.17
Yes,0,No,No,35,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),85.95,3110.1,2.865
No,0,No,No,27,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),95.6,2595.25,3.187
No,1,Yes,No,70,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),104.45,7349.35,3.482
No,0,No,No,10,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,54.25,583.0,1.808
No,1,Yes,No,55,DSL,Yes,Yes,No,No,One year,Credit card (automatic),60.0,3316.1,2.0
No,0,No,No,31,DSL,No,No,Yes,No,One year,Electronic check,50.05,1523.4,1.668
Yes,1,No,No,13,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,106.9,1364.3,3.563
No,0,Yes,Yes,64,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),109.2,6741.15,3.64
No,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.45,1681.6,0.815
No,0,Yes,Yes,66,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),109.25,7082.5,3.642
No,0,Yes,Yes,52,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.35,1031.7,0.645
No,0,No,No,2,DSL,Yes,No,No,Yes,Month-to-month,Mailed check,54.45,87.3,1.815
Yes,1,Yes,No,14,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,100.2,1369.8,3.34
No,0,Yes,No,57,DSL,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),49.9,2782.4,1.663
No,0,No,No,21,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,416.4,0.665
Yes,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Electronic check,71.0,672.55,2.367
Yes,0,No,No,1,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,75.3,75.3,2.51
No,0,No,No,8,DSL,No,No,Yes,Yes,Month-to-month,Mailed check,64.1,504.05,2.137
